lag,median_U1,p16_U1,p84_U1,p2_5_U1,p97_5_U1,median_U2,p16_U2,p84_U2,p2_5_U2,p97_5_U2,median_R12,p16_R12,p84_R12,p2_5_R12,p97_5_R12,median_S12,p16_S12,p84_S12,p2_5_S12,p97_5_S12,median_leak,p16_leak,p84_leak,p2_5_leak,p97_5_leak
33,0.15328004371947676,0.11847915953667411,0.18159418356196116,0.10796824580780126,0.202404757897399,0.020454211786931582,0.01124999044946206,0.031119972980086487,0.0066982343105243865,0.04197471768742208,0.48636849540494415,0.46786206687585913,0.5073268891916817,0.45150073775028904,0.519761655625428,0.3403503371599327,0.3188859556406993,0.3551304717152934,0.30618431551961267,0.36815319316095857,0.5906237998204649,0.5796268765988334,0.6009528323867784,0.568695341093736,0.6093633092357886
34,0.14423252459540292,0.11133295748431672,0.1720157034837868,0.09202907459071914,0.19441935343357084,0.019450820951224572,0.01080363178403474,0.02995250394076784,0.006266124019164648,0.04345516472564208,0.4871840073060537,0.46829914329318983,0.5087700846111703,0.45271942523384867,0.5223818676269623,0.349583791452932,0.33107626469676527,0.36888553024336146,0.3160848256916279,0.3794114202029727,0.593009887640988,0.5818556236352448,0.6034170367604094,0.5710829018358081,0.6142218444032542
35,0.1376240571580523,0.10376755018517404,0.16567264166212287,0.08579581770337236,0.18652337315754774,0.019918760172248688,0.01067976066364621,0.032062066332839693,0.0042373946027091415,0.04890623606010783,0.48616533931553285,0.4680295076911481,0.5071805364829199,0.45034939390042744,0.5184337693804911,0.35676455905797505,0.33984817524840455,0.3785639948099345,0.32718030233201617,0.38705883407461894,0.5968669799836583,0.584634523427346,0.6055217599469646,0.5753124908650195,0.6162994174814053
36,0.1293897629393696,0.09726968610831795,0.15768650616838492,0.08018423825359687,0.17907345289098042,0.017707412582795904,0.009754608801406703,0.03202485743510374,0.0036380746476794325,0.0525296680067251,0.4847790535617927,0.4690118097665057,0.5058451788937885,0.4464964158557851,0.5179746000036527,0.3639956768268147,0.3466822424513659,0.3849393206831163,0.3359678915317259,0.39709782526051807,0.5999590929167881,0.5877497966001339,0.6098244893692112,0.5781951626764067,0.6199527257079193
37,0.12199243844637767,0.09243306904074322,0.15031719100645494,0.07593484528675616,0.17142872550114632,0.017994490497395675,0.007347921351214354,0.032589738202027575,0.0028174118210866983,0.05247105424647258,0.483416241603058,0.4661597925091551,0.5008164778991745,0.4502196830336283,0.5161423684768824,0.37503104638973783,0.3530288757811631,0.3915293909872974,0.34419350905816154,0.4044868940342105,0.6009453286983432,0.5893283626209257,0.6104891239822933,0.5808503430860203,0.6226583291880963
38,0.11741869786851987,0.09221912766062842,0.1444313680715281,0.07442469876465224,0.16272109871420623,0.01700508851666892,0.006714492842088602,0.034011170249789155,0.001962988366719206,0.05295907440457905,0.4809329038716298,0.4670351565042474,0.49593216114986177,0.446155394027204,0.5115440368778197,0.3831640541388377,0.36188392951216186,0.3993540652547623,0.3522315409417504,0.41253171314792725,0.6025433363350461,0.5908893738461792,0.6122647374168307,0.5813760821672631,0.6232369500514431
39,0.11562338343668796,0.0897281040660818,0.1402335514890329,0.07332359886405306,0.1578382883514804,0.01662806539014243,0.00528443135112173,0.03354634850892823,0.0007165532687723955,0.04810115357806707,0.47744780689251487,0.4641366111694241,0.4925954422109387,0.44522852957928954,0.5096106262745422,0.38976723662640256,0.3681523296009539,0.40715735409146037,0.35830587660497293,0.4171776345706158,0.6049610378900574,0.5930390980202697,0.616473796059318,0.5843810949949371,0.6254558406919913
40,0.11181337363647142,0.08796324747152565,0.13898372316086186,0.07457897942146685,0.15712277652268145,0.014597367011753268,0.00426532989142156,0.032880058712610544,0.0001014303013120353,0.04790321708626394,0.4760105435255233,0.4618764560834087,0.4902182303708714,0.4460292881480373,0.503923510871954,0.39481531420807414,0.37335234622520264,0.409364035996937,0.36482316807282344,0.4208103055918586,0.6082097809740407,0.595052133407089,0.6172773703455928,0.5893653243208485,0.6287253600429407
41,0.11079461810523683,0.0880878597725761,0.13490792311220454,0.07098641791014816,0.15322650838134083,0.013317893870599288,0.0028682602270333336,0.029057495641848216,0.0,0.04234275664741714,0.4748933971145949,0.46004960895430674,0.48832716136772286,0.4472108060310479,0.49830958165429423,0.3995173861744021,0.379287212416849,0.4155476510281342,0.3689453005725901,0.42926620858814274,0.6117445781037388,0.5987337503553452,0.620907886583381,0.5896445649241523,0.6306948338312355
42,0.10864255514762002,0.08838869862544496,0.13188970180948156,0.06315870676389704,0.15187022656891883,0.012290714685894225,0.0013074548259393473,0.028023525437736323,0.0,0.041947523873172,0.47308872262512314,0.4584603897795214,0.48615403821782666,0.4446502264956689,0.4935947845834546,0.40602307239201985,0.38620748498137886,0.4220959895155069,0.3688962671296534,0.4370577265634879,0.6124862231832731,0.5987078966203323,0.6221466430860328,0.5911281833667177,0.6326581291321021
